,Comments_youtube,Comments_CaseFolding,CharEmoNum_Remove,RemoveDoubleWord,tokenizing,Comments_stopwordfix,Stemming2
345,"Hadir sy di papua
15 tahun sy di sini
Sy ada saran
Supaya warga tdk lg membela OPM mohon pemerintah pusat bantu kembangkan SDM papua.","hadir sy di papua
15 tahun sy di sini
sy ada saran
supaya warga tdk lg membela opm mohon pemerintah pusat bantu kembangkan sdm papua.","hadir sy di papua
 tahun sy di sini
sy ada saran
supaya warga tdk lg membela opm mohon pemerintah pusat bantu kembangkan sdm papua",hadir sy di papua tahun sini ada saran supaya warga tdk lg membela opm mohon pemerintah pusat bantu kembangkan sdm,"['hadir', 'sy', 'di', 'papua', 'tahun', 'sini', 'ada', 'saran', 'supaya', 'warga', 'tdk', 'lg', 'membela', 'opm', 'mohon', 'pemerintah', 'pusat', 'bantu', 'kembangkan', 'sdm']","['hadir', 'sy', 'papua', 'saran', 'warga', 'tdk', 'lg', 'membela', 'opm', 'mohon', 'pemerintah', 'pusat', 'bantu', 'kembangkan', 'sdm']","['hadir', 'sy', 'papua', 'saran', 'warga', 'tdk', 'lg', 'bela', 'opm', 'mohon', 'perintah', 'pusat', 'bantu', 'kembang', 'sdm']"
346,"Emang dasar KKB ,,berantasss habiss KKB","emang dasar kkb ,,berantasss habiss kkb",emang dasar kkb berantasss habiss kkb,emang dasar kkb berantasss habiss,"['emang', 'dasar', 'kkb', 'berantasss', 'habiss']","['emang', 'dasar', 'kkb', 'berantasss', 'habiss']","['emang', 'dasar', 'kkb', 'berantasss', 'habiss']"
347,"Mereka tidak mau ada pembangunan di Papua , mereka bilang orang2 non Papua asli itu rasis, mereka bilang TNI POLRI melanggar HAM, transmigran itu penjajah, ...
SEBAIKNYA  TO THE POIN  SAJA :
MAKAR  !","mereka tidak mau ada pembangunan di papua , mereka bilang orang2 non papua asli itu rasis, mereka bilang tni polri melanggar ham, transmigran itu penjajah, ...
sebaiknya  to the poin  saja :
makar  !","mereka tidak mau ada pembangunan di papua  mereka bilang orang non papua asli itu rasis mereka bilang tni polri melanggar ham transmigran itu penjajah 
sebaiknya  to the poin  saja 
makar  ",mereka tidak mau ada pembangunan di papua bilang orang non asli itu rasis tni polri melanggar ham transmigran penjajah sebaiknya to the poin saja makar,"['mereka', 'tidak', 'mau', 'ada', 'pembangunan', 'di', 'papua', 'bilang', 'orang', 'non', 'asli', 'itu', 'rasis', 'tni', 'polri', 'melanggar', 'ham', 'transmigran', 'penjajah', 'sebaiknya', 'to', 'the', 'poin', 'saja', 'makar']","['pembangunan', 'papua', 'bilang', 'orang', 'non', 'asli', 'rasis', 'tni', 'polri', 'melanggar', 'ham', 'transmigran', 'penjajah', 'to', 'the', 'poin', 'makar']","['bangun', 'papua', 'bilang', 'orang', 'non', 'asli', 'ras', 'tni', 'polri', 'langgar', 'ham', 'transmigran', 'jajah', 'to', 'the', 'poin', 'makar']"
348,"Menurut saya kelompok KKB ini ada pihak orang asing dari luar negri yg ikut terlibat,dengan mendanai dan mensenjatai kelompok KKB!! 
Saat ini wilayah negri kita Indonesia banyak di incar negara lain.","menurut saya kelompok kkb ini ada pihak orang asing dari luar negri yg ikut terlibat,dengan mendanai dan mensenjatai kelompok kkb!! 
saat ini wilayah negri kita indonesia banyak di incar negara lain.","menurut saya kelompok kkb ini ada pihak orang asing dari luar negri yg ikut terlibatdengan mendanai dan mensenjatai kelompok kkb 
saat ini wilayah negri kita indonesia banyak di incar negara lain",menurut saya kelompok kkb ini ada pihak orang asing dari luar negri yg ikut terlibatdengan mendanai dan mensenjatai saat wilayah kita indonesia banyak di incar negara lain,"['menurut', 'saya', 'kelompok', 'kkb', 'ini', 'ada', 'pihak', 'orang', 'asing', 'dari', 'luar', 'negri', 'yg', 'ikut', 'terlibatdengan', 'mendanai', 'dan', 'mensenjatai', 'saat', 'wilayah', 'kita', 'indonesia', 'banyak', 'di', 'incar', 'negara', 'lain']","['kelompok', 'kkb', 'orang', 'asing', 'negri', 'yg', 'terlibatdengan', 'mendanai', 'mensenjatai', 'wilayah', 'indonesia', 'incar', 'negara']","['kelompok', 'kkb', 'orang', 'asing', 'negri', 'yg', 'terlibatdengan', 'dana', 'senjata', 'wilayah', 'indonesia', 'incar', 'negara']"
349,"kenapa harus takut kepada KKB papua,? singkirkan sampai keakar akarnya!!","kenapa harus takut kepada kkb papua,? singkirkan sampai keakar akarnya!!",kenapa harus takut kepada kkb papua singkirkan sampai keakar akarnya,kenapa harus takut kepada kkb papua singkirkan sampai keakar akarnya,"['kenapa', 'harus', 'takut', 'kepada', 'kkb', 'papua', 'singkirkan', 'sampai', 'keakar', 'akarnya']","['takut', 'kkb', 'papua', 'singkirkan', 'keakar', 'akarnya']","['takut', 'kkb', 'papua', 'singkir', 'akar', 'akar']"
350,Mereka menantang ke pengadilan...apa mereka gak mikir berapa orang yg sudah mereka bunuh selama ini...mereka memang Teroris...habisin secepatnya....lanjutkan Pemerintah Indonesia...,mereka menantang ke pengadilan...apa mereka gak mikir berapa orang yg sudah mereka bunuh selama ini...mereka memang teroris...habisin secepatnya....lanjutkan pemerintah indonesia...,mereka menantang ke pengadilanapa mereka gak mikir berapa orang yg sudah mereka bunuh selama inimereka memang terorishabisin secepatnyalanjutkan pemerintah indonesia,mereka menantang ke pengadilanapa gak mikir berapa orang yg sudah bunuh selama inimereka memang terorishabisin secepatnyalanjutkan pemerintah indonesia,"['mereka', 'menantang', 'ke', 'pengadilanapa', 'gak', 'mikir', 'berapa', 'orang', 'yg', 'sudah', 'bunuh', 'selama', 'inimereka', 'memang', 'terorishabisin', 'secepatnyalanjutkan', 'pemerintah', 'indonesia']","['menantang', 'pengadilanapa', 'gak', 'mikir', 'orang', 'yg', 'bunuh', 'inimereka', 'terorishabisin', 'secepatnyalanjutkan', 'pemerintah', 'indonesia']","['tantang', 'pengadilanapa', 'gak', 'mikir', 'orang', 'yg', 'bunuh', 'inimereka', 'terorishabisin', 'secepatnyalanjutkan', 'perintah', 'indonesia']"
351,"Lah dia mah melebihi teroris bunuh orang sembarang sikat aja TNI semoga Papua cepat aman dan kondusif, aman warganya cari uang tidak di bayangin teror","lah dia mah melebihi teroris bunuh orang sembarang sikat aja tni semoga papua cepat aman dan kondusif, aman warganya cari uang tidak di bayangin teror",lah dia mah melebihi teroris bunuh orang sembarang sikat aja tni semoga papua cepat aman dan kondusif aman warganya cari uang tidak di bayangin teror,lah dia mah melebihi teroris bunuh orang sembarang sikat aja tni semoga papua cepat aman dan kondusif warganya cari uang tidak di bayangin teror,"['lah', 'dia', 'mah', 'melebihi', 'teroris', 'bunuh', 'orang', 'sembarang', 'sikat', 'aja', 'tni', 'semoga', 'papua', 'cepat', 'aman', 'dan', 'kondusif', 'warganya', 'cari', 'uang', 'tidak', 'di', 'bayangin', 'teror']","['mah', 'melebihi', 'teroris', 'bunuh', 'orang', 'sembarang', 'sikat', 'aja', 'tni', 'semoga', 'papua', 'cepat', 'aman', 'kondusif', 'warganya', 'cari', 'uang', 'bayangin', 'teror']","['mah', 'lebih', 'teroris', 'bunuh', 'orang', 'sembarang', 'sikat', 'aja', 'tni', 'moga', 'papua', 'cepat', 'aman', 'kondusif', 'warga', 'cari', 'uang', 'bayangin', 'teror']"
352,Australia campur tangan ini maka nya opm dari dulu masih ada,australia campur tangan ini maka nya opm dari dulu masih ada,australia campur tangan ini maka nya opm dari dulu masih ada,australia campur tangan ini maka nya opm dari dulu masih ada,"['australia', 'campur', 'tangan', 'ini', 'maka', 'nya', 'opm', 'dari', 'dulu', 'masih', 'ada']","['australia', 'campur', 'tangan', 'nya', 'opm']","['australia', 'campur', 'tangan', 'nya', 'opm']"
353,Trus kelakuan yg nembak2in org itu apa kalau bukan teroris?,trus kelakuan yg nembak2in org itu apa kalau bukan teroris?,trus kelakuan yg nembakin org itu apa kalau bukan teroris,trus kelakuan yg nembakin org itu apa kalau bukan teroris,"['trus', 'kelakuan', 'yg', 'nembakin', 'org', 'itu', 'apa', 'kalau', 'bukan', 'teroris']","['trus', 'kelakuan', 'yg', 'nembakin', 'org', 'teroris']","['trus', 'laku', 'yg', 'nembakin', 'org', 'teroris']"
354,Kalau ga mau dibilang teroris ya tunjukkanlah itikat baiknya.,kalau ga mau dibilang teroris ya tunjukkanlah itikat baiknya.,kalau ga mau dibilang teroris ya tunjukkanlah itikat baiknya,kalau ga mau dibilang teroris ya tunjukkanlah itikat baiknya,"['kalau', 'ga', 'mau', 'dibilang', 'teroris', 'ya', 'tunjukkanlah', 'itikat', 'baiknya']","['ga', 'dibilang', 'teroris', 'ya', 'tunjukkanlah', 'itikat', 'baiknya']","['ga', 'bilang', 'teroris', 'ya', 'tunjuk', 'itikat', 'baik']"
355,NYIMAK HADIR DARI TEMPAT2 TERBARU DI PALEMBANG EXPLOR ,nyimak hadir dari tempat2 terbaru di palembang explor ,nyimak hadir dari tempat terbaru di palembang explor ,nyimak hadir dari tempat terbaru di palembang explor,"['nyimak', 'hadir', 'dari', 'tempat', 'terbaru', 'di', 'palembang', 'explor']","['nyimak', 'hadir', 'terbaru', 'palembang', 'explor']","['nyimak', 'hadir', 'baru', 'palembang', 'explor']"
356,"Makanya kalo bangun negara itu yang merata!, jangan hanya di jakarta!. takut gak ada yg ngelihat kalo bangun di papua?. takut gak dapat pujian?.","makanya kalo bangun negara itu yang merata!, jangan hanya di jakarta!. takut gak ada yg ngelihat kalo bangun di papua?. takut gak dapat pujian?.",makanya kalo bangun negara itu yang merata jangan hanya di jakarta takut gak ada yg ngelihat kalo bangun di papua takut gak dapat pujian,makanya kalo bangun negara itu yang merata jangan hanya di jakarta takut gak ada yg ngelihat papua dapat pujian,"['makanya', 'kalo', 'bangun', 'negara', 'itu', 'yang', 'merata', 'jangan', 'hanya', 'di', 'jakarta', 'takut', 'gak', 'ada', 'yg', 'ngelihat', 'papua', 'dapat', 'pujian']","['kalo', 'bangun', 'negara', 'merata', 'jakarta', 'takut', 'gak', 'yg', 'ngelihat', 'papua', 'pujian']","['kalo', 'bangun', 'negara', 'rata', 'jakarta', 'takut', 'gak', 'yg', 'ngelihat', 'papua', 'puji']"
357,"Kalo bukan teroris lalu apa looooo namanya ,, udah tau Lo pada salah mendirikan negara di dalam negara.........MIKiR atuhhh browwwwww","kalo bukan teroris lalu apa looooo namanya ,, udah tau lo pada salah mendirikan negara di dalam negara.........mikir atuhhh browwwwww",kalo bukan teroris lalu apa looooo namanya  udah tau lo pada salah mendirikan negara di dalam negaramikir atuhhh browwwwww,kalo bukan teroris lalu apa looooo namanya udah tau lo pada salah mendirikan negara di dalam negaramikir atuhhh browwwwww,"['kalo', 'bukan', 'teroris', 'lalu', 'apa', 'looooo', 'namanya', 'udah', 'tau', 'lo', 'pada', 'salah', 'mendirikan', 'negara', 'di', 'dalam', 'negaramikir', 'atuhhh', 'browwwwww']","['kalo', 'teroris', 'looooo', 'namanya', 'udah', 'tau', 'lo', 'salah', 'mendirikan', 'negara', 'negaramikir', 'atuhhh', 'browwwwww']","['kalo', 'teroris', 'looooo', 'nama', 'udah', 'tau', 'lo', 'salah', 'diri', 'negara', 'negaramikir', 'atuhhh', 'browwwwww']"
358,"Tenang ,92% warga Papua pro nkri","tenang ,92% warga papua pro nkri",tenang  warga papua pro nkri,tenang warga papua pro nkri,"['tenang', 'warga', 'papua', 'pro', 'nkri']","['tenang', 'warga', 'papua', 'pro', 'nkri']","['tenang', 'warga', 'papua', 'pro', 'nkri']"
359,Mudah mudahan Papua keluar dari Negara Indonesia... Amin,mudah mudahan papua keluar dari negara indonesia... amin,mudah mudahan papua keluar dari negara indonesia amin,mudah mudahan papua keluar dari negara indonesia amin,"['mudah', 'mudahan', 'papua', 'keluar', 'dari', 'negara', 'indonesia', 'amin']","['mudah', 'mudahan', 'papua', 'negara', 'indonesia', 'amin']","['mudah', 'mudah', 'papua', 'negara', 'indonesia', 'amin']"
360,Semoga Allah selalu melindungi TNI yg bertugas,semoga allah selalu melindungi tni yg bertugas,semoga allah selalu melindungi tni yg bertugas,semoga allah selalu melindungi tni yg bertugas,"['semoga', 'allah', 'selalu', 'melindungi', 'tni', 'yg', 'bertugas']","['semoga', 'allah', 'melindungi', 'tni', 'yg', 'bertugas']","['moga', 'allah', 'lindung', 'tni', 'yg', 'tugas']"
361,Jangan takut majuterus untuk berantas kkb kerna lewat batas kesabaran pemrintah,jangan takut majuterus untuk berantas kkb kerna lewat batas kesabaran pemrintah,jangan takut majuterus untuk berantas kkb kerna lewat batas kesabaran pemrintah,jangan takut majuterus untuk berantas kkb kerna lewat batas kesabaran pemrintah,"['jangan', 'takut', 'majuterus', 'untuk', 'berantas', 'kkb', 'kerna', 'lewat', 'batas', 'kesabaran', 'pemrintah']","['takut', 'majuterus', 'berantas', 'kkb', 'kerna', 'batas', 'kesabaran', 'pemrintah']","['takut', 'majuterus', 'berantas', 'kkb', 'kerna', 'batas', 'sabar', 'pemrintah']"
362,Indonesia gagal dalam memahami akar permasalahan di Papua. Penyematan teroris hanya menambah permasalahan!,indonesia gagal dalam memahami akar permasalahan di papua. penyematan teroris hanya menambah permasalahan!,indonesia gagal dalam memahami akar permasalahan di papua penyematan teroris hanya menambah permasalahan,indonesia gagal dalam memahami akar permasalahan di papua penyematan teroris hanya menambah,"['indonesia', 'gagal', 'dalam', 'memahami', 'akar', 'permasalahan', 'di', 'papua', 'penyematan', 'teroris', 'hanya', 'menambah']","['indonesia', 'gagal', 'memahami', 'akar', 'permasalahan', 'papua', 'penyematan', 'teroris', 'menambah']","['indonesia', 'gagal', 'paham', 'akar', 'masalah', 'papua', 'semat', 'teroris', 'tambah']"
363,Para dukun santet mohon bantuannya,para dukun santet mohon bantuannya,para dukun santet mohon bantuannya,para dukun santet mohon bantuannya,"['para', 'dukun', 'santet', 'mohon', 'bantuannya']","['dukun', 'santet', 'mohon', 'bantuannya']","['dukun', 'santet', 'mohon', 'bantu']"
364,Trslah berjuan kkb smpai akhr hayat klian dan hrs mrdka freeedom papua,trslah berjuan kkb smpai akhr hayat klian dan hrs mrdka freeedom papua,trslah berjuan kkb smpai akhr hayat klian dan hrs mrdka freeedom papua,trslah berjuan kkb smpai akhr hayat klian dan hrs mrdka freeedom papua,"['trslah', 'berjuan', 'kkb', 'smpai', 'akhr', 'hayat', 'klian', 'dan', 'hrs', 'mrdka', 'freeedom', 'papua']","['trslah', 'berjuan', 'kkb', 'smpai', 'akhr', 'hayat', 'klian', 'hrs', 'mrdka', 'freeedom', 'papua']","['trslah', 'juan', 'kkb', 'smpai', 'akhr', 'hayat', 'klian', 'hrs', 'mrdka', 'freeedom', 'papua']"
365,"Udah kelewatan ini KKB, ayo TNI-Polri tuntaskan demi NKRI","udah kelewatan ini kkb, ayo tni-polri tuntaskan demi nkri",udah kelewatan ini kkb ayo tnipolri tuntaskan demi nkri,udah kelewatan ini kkb ayo tnipolri tuntaskan demi nkri,"['udah', 'kelewatan', 'ini', 'kkb', 'ayo', 'tnipolri', 'tuntaskan', 'demi', 'nkri']","['udah', 'kelewatan', 'kkb', 'ayo', 'tnipolri', 'tuntaskan', 'nkri']","['udah', 'lewat', 'kkb', 'ayo', 'tnipolri', 'tuntas', 'nkri']"
366,Tol0l. Pengadilan internasional itu berlaku untuk HAM a.k.a kalau terjadi kejahatan genosida. Lah KKB kan membantai kaumnya sendiri. Itu gmana ceritanya? Wkwkwk,tol0l. pengadilan internasional itu berlaku untuk ham a.k.a kalau terjadi kejahatan genosida. lah kkb kan membantai kaumnya sendiri. itu gmana ceritanya? wkwkwk,toll pengadilan internasional itu berlaku untuk ham aka kalau terjadi kejahatan genosida lah kkb kan membantai kaumnya sendiri itu gmana ceritanya wkwkwk,toll pengadilan internasional itu berlaku untuk ham aka kalau terjadi kejahatan genosida lah kkb kan membantai kaumnya sendiri gmana ceritanya wkwkwk,"['toll', 'pengadilan', 'internasional', 'itu', 'berlaku', 'untuk', 'ham', 'aka', 'kalau', 'terjadi', 'kejahatan', 'genosida', 'lah', 'kkb', 'kan', 'membantai', 'kaumnya', 'sendiri', 'gmana', 'ceritanya', 'wkwkwk']","['toll', 'pengadilan', 'internasional', 'berlaku', 'ham', 'aka', 'kejahatan', 'genosida', 'kkb', 'membantai', 'kaumnya', 'gmana', 'ceritanya', 'wkwkwk']","['toll', 'adil', 'internasional', 'laku', 'ham', 'aka', 'jahat', 'genosida', 'kkb', 'bantai', 'kaum', 'gmana', 'cerita', 'wkwkwk']"
367,"Namanya juga sering menteror masyarakat Papua, pantaslah disebut teroris. 
Kalau sering korupsi disebut Koruptor.

Gitu aja kok repot.","namanya juga sering menteror masyarakat papua, pantaslah disebut teroris. 
kalau sering korupsi disebut koruptor.

gitu aja kok repot.","namanya juga sering menteror masyarakat papua pantaslah disebut teroris 
kalau sering korupsi disebut koruptor

gitu aja kok repot",namanya juga sering menteror masyarakat papua pantaslah disebut teroris kalau korupsi koruptor gitu aja kok repot,"['namanya', 'juga', 'sering', 'menteror', 'masyarakat', 'papua', 'pantaslah', 'disebut', 'teroris', 'kalau', 'korupsi', 'koruptor', 'gitu', 'aja', 'kok', 'repot']","['namanya', 'menteror', 'masyarakat', 'papua', 'pantaslah', 'teroris', 'korupsi', 'koruptor', 'gitu', 'aja', 'repot']","['nama', 'teror', 'masyarakat', 'papua', 'pantas', 'teroris', 'korupsi', 'koruptor', 'gitu', 'aja', 'repot']"
368,"Dinegara ini juga banyak teroris,mereka hanya berselimut keyakinan dan memakai topeng agar bisah memperkuat kekuatan untuk meledakkan bangsa sendiri.","dinegara ini juga banyak teroris,mereka hanya berselimut keyakinan dan memakai topeng agar bisah memperkuat kekuatan untuk meledakkan bangsa sendiri.",dinegara ini juga banyak terorismereka hanya berselimut keyakinan dan memakai topeng agar bisah memperkuat kekuatan untuk meledakkan bangsa sendiri,dinegara ini juga banyak terorismereka hanya berselimut keyakinan dan memakai topeng agar bisah memperkuat kekuatan untuk meledakkan bangsa sendiri,"['dinegara', 'ini', 'juga', 'banyak', 'terorismereka', 'hanya', 'berselimut', 'keyakinan', 'dan', 'memakai', 'topeng', 'agar', 'bisah', 'memperkuat', 'kekuatan', 'untuk', 'meledakkan', 'bangsa', 'sendiri']","['dinegara', 'terorismereka', 'berselimut', 'keyakinan', 'memakai', 'topeng', 'bisah', 'memperkuat', 'kekuatan', 'meledakkan', 'bangsa']","['negara', 'terorismereka', 'selimut', 'yakin', 'pakai', 'topeng', 'bisah', 'kuat', 'kuat', 'ledak', 'bangsa']"
369,Ntah udh pecah malah minta maap wkwk,ntah udh pecah malah minta maap wkwk,ntah udh pecah malah minta maap wkwk,ntah udh pecah malah minta maap wkwk,"['ntah', 'udh', 'pecah', 'malah', 'minta', 'maap', 'wkwk']","['ntah', 'udh', 'pecah', 'maap', 'wkwk']","['ntah', 'udh', 'pecah', 'maap', 'wkwk']"
370,Baru sy seneng nih sm pak mfud. Brantas kkb.,baru sy seneng nih sm pak mfud. brantas kkb.,baru sy seneng nih sm pak mfud brantas kkb,baru sy seneng nih sm pak mfud brantas kkb,"['baru', 'sy', 'seneng', 'nih', 'sm', 'pak', 'mfud', 'brantas', 'kkb']","['sy', 'seneng', 'nih', 'sm', 'mfud', 'brantas', 'kkb']","['sy', 'neng', 'nih', 'sm', 'mfud', 'brantas', 'kkb']"
371,"Selain dicap teroris, kkb juga bisa dicap pemberontak sesuai hukum negara.","selain dicap teroris, kkb juga bisa dicap pemberontak sesuai hukum negara.",selain dicap teroris kkb juga bisa dicap pemberontak sesuai hukum negara,selain dicap teroris kkb juga bisa pemberontak sesuai hukum negara,"['selain', 'dicap', 'teroris', 'kkb', 'juga', 'bisa', 'pemberontak', 'sesuai', 'hukum', 'negara']","['dicap', 'teroris', 'kkb', 'pemberontak', 'sesuai', 'hukum', 'negara']","['cap', 'teroris', 'kkb', 'berontak', 'sesuai', 'hukum', 'negara']"
372,Setiap yang menggangu keamanan dan kenyamanan yang menimbulkan ketakutan & keresahan namanya teror  ya pantas lah jadi teroris,setiap yang menggangu keamanan dan kenyamanan yang menimbulkan ketakutan & keresahan namanya teror  ya pantas lah jadi teroris,setiap yang menggangu keamanan dan kenyamanan yang menimbulkan ketakutan  keresahan namanya teror  ya pantas lah jadi teroris,setiap yang menggangu keamanan dan kenyamanan menimbulkan ketakutan keresahan namanya teror ya pantas lah jadi teroris,"['setiap', 'yang', 'menggangu', 'keamanan', 'dan', 'kenyamanan', 'menimbulkan', 'ketakutan', 'keresahan', 'namanya', 'teror', 'ya', 'pantas', 'lah', 'jadi', 'teroris']","['menggangu', 'keamanan', 'kenyamanan', 'menimbulkan', 'ketakutan', 'keresahan', 'namanya', 'teror', 'ya', 'teroris']","['menggangu', 'aman', 'nyaman', 'timbul', 'takut', 'resah', 'nama', 'teror', 'ya', 'teroris']"
